title,time,source,url,twid
数据库（@tier10k）：https://www.coindesk.com/policy/2023/02/09/kraken-agreed-to-shutter-crypto-stake-operations-to-settle-sec-charges-source,2023-02-10 03:27:06,Twitter,https://twitter.com/tier10k/status/1623765450684260353,
db (@tier10k)：[DB] Kraken 同意在 SEC 和解中关闭加密货币质押服务：Coidnesk,2023-02-10 03:26:28,Twitter,https://twitter.com/tier10k/status/1623765293083361280,
"树新闻（@News_Of_Alpha）：树新闻转发@CoinDesk：
> SCOOP：据消息人士透露，@krakenfx 同意在 @SECgov 和解协议中关闭加密货币质押服务。
>
> @nikhileshde 报道
>
> https://t.co/jGG0sEqBwm",2023-02-10 03:26:02,Twitter,https://twitter.com/News_Of_Alpha/status/1623765180508241920,
"db (@tier10k)：我们想要什么经济版本[已编辑]，想要一个广泛的范围，但你也可以过滤掉宏垃圾邮件（除非那是你喜欢的😳）

联邦公开市场委员会
消费者物价指数
非农就业人口
聚氯乙烯
质子泵抑制剂

还缺什么吗？ https://t.co/NHUTnNA4WV",2023-02-10 02:53:17,Twitter,https://twitter.com/tier10k/status/1623756939598389249,
"db (@tier10k)：是的，他们会的 https://twitter.com/tier10k/status/1614989383358349312 https://t.co/xlYAilucJL
引用 [@tier10k](https://www.twitter.com/tier10k/status/1614989383358349312)
> 3AC 声明可以在 GTX 上交易吗？ https://t.co/4MvCfe9Pj3",2023-02-10 01:26:39,Twitter,https://twitter.com/tier10k/status/1623735138336006145,
BINANCE.COM 博客：在卡伦全球峰会上谈论制裁相关的风险管理,2023-02-10 00:56:57,Blogs,https://www.binance.com/en/blog/leadership/talking-sanctions-related-risk-management-at-the-kharon-global-summit-6467354024422586813,
"db (@tier10k): [DB] 美国公开赛

S",2023-02-09 22:30:54,Twitter,https://twitter.com/tier10k/status/1623690908125351936,
数据库（@tier10k）：https://www.coindesk.com/tech/2023/02/09/aave-deploys-native-stablecoin-gho-on-ethereum-testnet/,2023-02-09 22:00:34,Twitter,https://twitter.com/tier10k/status/1623683274743730176,
db (@tier10k)：[DB] Aave 在以太坊测试网上部署原生稳定币 GHO：CoinDesk,2023-02-09 22:00:18,Twitter,https://twitter.com/tier10k/status/1623683210998648832,
"Tree News (@News_Of_Alpha)：解密：准备好 GHO 了吗？ Aave 在以太坊测试网上推出原生稳定币
（12 秒前）

https://decrypt.co/120938/ready-gho-aave-launches-native-stablecoin-ethereum-testnet",2023-02-09 22:00:10,Twitter,https://twitter.com/News_Of_Alpha/status/1623683173644115968,
"db (@tier10k)：埃里森告诉一位同事，她“松了一口气”，因为她不必再承担运营阿拉米达的负担。 “她感觉有点被困住了，”这位同事说。 “一切都结束了，即使是一个糟糕的‘结束’。”

https://www.ft.com/content/6e912f25-f1b7-4b19-b370-007fbc867246",2023-02-09 20:35:23,Twitter,https://twitter.com/tier10k/status/1623661840151576578,
BINANCE.COM 博客：展望未来：人工智能 (AI) NFT,2023-02-09 12:47:41,Blogs,https://www.binance.com/en/blog/nft/taking-a-peek-into-the-future-artificial-intelligence-ai-nfts-4439585965730878046,
"db (@tier10k)：质押约占 Coinbase 第三季度收入的 11% https://twitter.com/tier10k/status/1623459390660517888 https://t.co/0sefBOhO2M
引用 [@tier10k](https://www.twitter.com/tier10k/status/1623459390660517888)
> [DB] Coinbase 的阿姆斯特朗：听到传言称美国证券交易委员会希望取消美国零售客户的加密货币质押",2023-02-09 07:50:21,Twitter,https://twitter.com/tier10k/status/1623469311695134721,
"db (@tier10k)：丽都移动

CeFi 质押 -> DeFi 质押？ https://twitter.com/tier10k/status/1623459390660517888 https://t.co/rjPmumy8da
引用 [@tier10k](https://www.twitter.com/tier10k/status/1623459390660517888)
> [DB] Coinbase 的阿姆斯特朗：听到传言称美国证券交易委员会希望取消美国零售客户的加密货币质押",2023-02-09 07:29:33,Twitter,https://twitter.com/tier10k/status/1623464078671847424,
数据库（@tier10k）：https://twitter.com/brian_armstrong/status/1623459203150131201?s=20,2023-02-09 07:11:18,Twitter,https://twitter.com/tier10k/status/1623459485963415552,
db (@tier10k)：[DB] Coinbase 的阿姆斯特朗：听到传言称 SEC 希望取消美国零售客户的加密货币质押,2023-02-09 07:10:56,Twitter,https://twitter.com/tier10k/status/1623459390660517888,
db (@tier10k)：那么 Twitter 刚刚终止了 v1.1 API，从而破坏了 TweetDeck？ https://t.co/TxMffaZ1Zj,2023-02-09 07:08:09,Twitter,https://twitter.com/tier10k/status/1623458693340700672,
db (@tier10k)：Twitter 网络似乎又回来了，TweetDeck 仍然损坏,2023-02-09 06:53:04,Twitter,https://twitter.com/tier10k/status/1623454894287114240,
db (@tier10k)：听证会凯尔·戴维斯 (Kyle Davies) 拔掉了 Twitter 数据中心的插头，以停止被传唤,2023-02-09 06:29:11,Twitter,https://twitter.com/tier10k/status/1623448884570730497,
db (@tier10k)：Twitter 开发人员可以做点什么吗？？？,2023-02-09 06:12:01,Twitter,https://twitter.com/tier10k/status/1623444565259612163,
"db (@tier10k): [DB] 美国关闭

S",2023-02-09 05:00:35,Twitter,https://twitter.com/tier10k/status/1623426589844205569,
"数据库（@tier10k）：https://twitter.com/allyversprille/status/1623426253268172800
引用 [@allyversprille](https://www.twitter.com/allyversprille/status/1623426253268172800)
> 独家新闻：加密货币交易所 Kraken 正面临 SEC 调查，调查其是否提供未注册的证券。调查已进入后期阶段，可能会在未来几天内达成和解。 https://t.co/z6wQngJBPY",2023-02-09 04:59:31,Twitter,https://twitter.com/tier10k/status/1623426321387778048,
db (@tier10k)：[DB] SEC 对 Kraken 的调查已进入后期阶段，可能会在未来几天达成和解：彭博社,2023-02-09 04:55:46,Twitter,https://twitter.com/tier10k/status/1623425376386011140,
db (@tier10k)：[DB] Kraken 面临 SEC 针对未注册证券的调查：BBG,2023-02-09 04:54:23,Twitter,https://twitter.com/tier10k/status/1623425027738685441,
"Tree News (@News_Of_Alpha)：*KRAKEN 面临 SEC 调查，重点关注未注册证券
（13 秒前）",2023-02-09 04:54:16,Twitter,https://twitter.com/News_Of_Alpha/status/1623424998172942336,
华尔街日报：Binance.US 首席财务官表示客户资金是安全的,2023-02-09 03:06:34,Blogs,https://www.wsj.com/articles/binance-us-cfo-says-customer-funds-are-safe-11675883188,
商业。内幕消息：币安高管表示，在 FTX 灾难后呼吁提高透明度的情况下，对全球最大加密货币交易所的审计仍有很长的路要走,2023-02-09 02:36:40,Blogs,https://www.businessinsider.com/ftx-rival-binance-reserves-internal-audit-asset-timeline-crypto-exchange-2023-2,
BINANCE.ORG 博客：BNB Chain 欢迎 Seedify 帮助推动 Web3 游戏增长,2023-02-09 01:41:22,Blogs,https://www.binance.org/en/blog/bnb-chain-welcomes-seedify-to-help-fuel-web3-gaming-growth/,
COINDESK：有抱负的加密货币银行的困境表明币安的问题只是故事的一部分,2023-02-09 00:30:00,Blogs,https://www.coindesk.com//consensus-magazine/2023/02/08/aspiring-crypto-banks-plight-shows-binances-issues-are-just-part-of-the-story/,
COINDESK：币安正在组织一个联盟，试图重建对加密货币的信任：来源,2023-02-08 23:25:57,Blogs,https://www.coindesk.com/?1675869957348,
"db (@tier10k): [DB] 美国公开赛

S",2023-02-08 22:30:57,Twitter,https://twitter.com/tier10k/status/1623328534293889024,
"树新闻（@News_Of_Alpha）：TRON DAO 成立人工智能发展基金 - NFC
（10秒前）",2023-02-08 21:10:18,Twitter,https://twitter.com/News_Of_Alpha/status/1623308239453429760,
db (@tier10k)：John Ray 可以更名为 FTX AI，并通过 EOD 完全偿付债务,2023-02-08 20:54:18,Twitter,https://twitter.com/tier10k/status/1623304212221132801,
"db (@tier10k)：发布神奇的“AI”推文可享受近 6% 折扣... https://twitter.com/Tree_of_Alpha/status/1623296922323746817 https://t.co/hygXdVXowY
引用 [@Tree_of_Alpha](https://www.twitter.com/Tree_of_Alpha/status/1623296922323746817)
> 寻求专业人士帮助你绝对猿 https://t.co/cen0edntWY",2023-02-08 20:37:08,Twitter,https://twitter.com/tier10k/status/1623299889726627842,
商业。内幕人士：随着 Sam Bankman-Fried 的加密货币交易所倒闭，FTX 的老对手币安的主导地位正在增强,2023-02-08 20:09:13,Blogs,https://www.businessinsider.com/binance-crypto-trading-ftx-sam-bankman-fried-cz-changpeng-zhao-2023-2,
"db (@tier10k)：“我有时会怀念圣战生活，因为它拥有很多美好的事物”

“在我们的事工中，我几乎没有什么工作可做。因此，我大部分时间都花在 Twitter 上。许多圣战者，包括我在内，都沉迷于互联网，尤其是推特。”

https://www.vice.com/en/article/3ad3z8/taliban-bureaucrats-hate-working-online-all-day-miss-the-days-of-jihad",2023-02-08 19:53:17,Twitter,https://twitter.com/tier10k/status/1623288856446377984,
COINDESK：币安亚太区负责人表示不会很快对加密货币交易所进行全面审计：彭博社,2023-02-08 19:13:04,Blogs,https://www.coindesk.com/business/2023/02/08/binance-apac-head-suggests-full-audit-of-the-crypto-exchange-isnt-happening-soon-bloomberg/,
BINANCE.COM 博客：币安合约的资金费用是多少？,2023-02-08 18:28:29,Blogs,https://www.binance.com/en/blog/futures/what-are-funding-fees-in-binance-futures-6595842576313788144,
彭博社：币安表示，对加密货币最大交易所的全面审计仍有一段路要走,2023-02-08 15:21:07,Blogs,https://www.bloomberg.com/news/articles/2023-02-08/binance-signals-full-audit-for-crypto-s-biggest-exchange-remains-some-way-off,
BINANCE.COM 博客：如何在币安取得成功,2023-02-08 14:12:14,Blogs,https://www.binance.com/en/blog/all/how-to-be-successful-at-binance-3985633374308545956,
FT：FTX 崩溃后，币安在加密货币交易领域的主导地位进一步增强,2023-02-08 13:00:37,Blogs,https://www.ft.com/content/1fb69ad6-0c1a-4ebd-b2ea-720dc422eeb7,
CZ 🔶 Binance (@cz_binance)：Euler 提案：​ RFC：将 Euler 部署到 BNB 链 https://snapshot.org/,2023-02-08 12:00:47,Twitter,https://twitter.com/cz_binance/status/1623169946464436224,
db (@tier10k)：沙特人永不褪色，一切都会继续下去 https://t.co/2YGdVeVw0u,2023-02-08 06:36:25,Twitter,https://twitter.com/tier10k/status/1623088317930561538,
"db (@tier10k)：沙币上涨 https://twitter.com/tier10k/status/1623064027235745792 https://t.co/bzTJIwgk9P
引用 [@tier10k](https://www.twitter.com/tier10k/status/1623064027235745792)
> [DB] 沙特阿拉伯、Sandbox 同意就 Metaverse 项目进行合作：The Block",2023-02-08 05:06:41,Twitter,https://twitter.com/tier10k/status/1623065734199885824,
数据库（@tier10k）：https://www.theblock.co/post/209458/saudi-arabia-the-sandbox-agree-to-collaborate-on-metaverse-projects,2023-02-08 05:00:42,Twitter,https://twitter.com/tier10k/status/1623064231183544334,
"db (@tier10k): [DB] 美国关闭

S",2023-02-08 05:00:36,Twitter,https://twitter.com/tier10k/status/1623064206626127872,
db (@tier10k)：[DB] 沙特阿拉伯、Sandbox 同意就 Metaverse 项目进行合作：The Block,2023-02-08 04:59:54,Twitter,https://twitter.com/tier10k/status/1623064027235745792,
"Tree News (@News_Of_Alpha)：THE BLOCK：沙特阿拉伯和 The Sandbox 同意就 Metaverse 项目进行合作
（28 秒前）

https://www.theblock.co/post/209458/saudi-arabia-the-sandbox-agree-to-collaborate-on-metaverse-projects",2023-02-08 04:59:53,Twitter,https://twitter.com/News_Of_Alpha/status/1623064026484965378,
"db (@tier10k)：“公司今天还推出了移动版本”

背景：这是新的 Microsoft OpenAI Bing 内容",2023-02-08 02:53:24,Twitter,https://twitter.com/tier10k/status/1623032193369968658,
db (@tier10k)：Mehdi 最后宣布：新的 Bing 今天在网络和 Edge 中上线。 https://t.co/daXIjS6v4T,2023-02-08 02:51:55,Twitter,https://twitter.com/tier10k/status/1623031820290871298,
数据库（@tier10k）：https://t.co/MgWm0ui6dP,2023-02-08 02:30:21,Twitter,https://twitter.com/tier10k/status/1623026391804411904,
"数据库（@tier10k）：https://twitter.com/jimcramer/status/1623017996699443202 https://t.co/1L0aFNq0Bx
引用 [@jimcramer](https://www.twitter.com/jimcramer/status/1623017996699443202)
> 我重申这是一个牛市",2023-02-08 02:02:42,Twitter,https://twitter.com/tier10k/status/1623019433500323840,
db (@tier10k)：我们开始吧 https://t.co/mvkmgDu12d,2023-02-08 01:41:34,Twitter,https://twitter.com/tier10k/status/1623014115735220270,
"数据库（@tier10k）：https://youtu.be/kkC4LuuxOg4 https://twitter.com/tier10k/status/1622999976132460547
引用 [@tier10k](https://www.twitter.com/tier10k/status/1622999976132460547)
> [DB] 提醒：鲍威尔 15 分钟讲话",2023-02-08 01:33:05,Twitter,https://twitter.com/tier10k/status/1623011982700949514,
db (@tier10k)：已更正：推迟至东部时间 12:40（50 分钟）,2023-02-08 00:48:09,Twitter,https://twitter.com/tier10k/status/1623000673083162624,
db (@tier10k)：[DB] 提醒：鲍威尔 15 分钟内讲话,2023-02-08 00:45:23,Twitter,https://twitter.com/tier10k/status/1622999976132460547,
华尔街日报：币安给加密货币投资者带来了一些坏消息,2023-02-08 00:27:38,Blogs,https://www.thestreet.com/investing/cryptocurrency/binance-has-some-bad-news-for-crypto-investors,
"db (@tier10k)：他们通过转发 2 年前的新闻，实现了 12% 的上涨 😭 https://twitter.com/felixmxu/status/1622991233424703489 https://t.co/pKan2fXyJx
引用 [@felixmxu](https://www.twitter.com/felixmxu/status/1622991233424703489)
> 已经有一段时间了……@arpaofficial 和阿里巴巴领导的小组即将推出 IEEE 共享机器学习标准
>
> 🤖 https://t.co/H5Y9Yo9Svj",2023-02-08 00:24:02,Twitter,https://twitter.com/tier10k/status/1622994603958738944,
BINANCE.ORG 博客：BNB 链,2023-02-08 00:04:26,Blogs,https://www.binance.org/en/blog/bnb-chain-cyberconnect-join-forces-for-global-web3-social-hackathon-connected-2023/,
"Tree News (@News_Of_Alpha)：美国法官驳回 FTX 创始人 SAM BANKMAN-FRIED 修改保释条件的请求；听证会仍定于 2 月 9 日举行 - 法庭立案 - RTRS
（12 秒前）",2023-02-07 23:42:48,Twitter,https://twitter.com/News_Of_Alpha/status/1622984229154856961,
COINDESK：WazirX 称币安指控“虚假且具有误导性”，计划寻求追索,2023-02-07 22:47:27,Blogs,https://www.coindesk.com/?1675781247707,
"Tree News（@News_Of_Alpha）：价格：目前免费，稍后会提供子模型以提供小优势。

这里 90% 的推文都是自动发布的，反映了社区投票，而不是支持购买或出售任何东西。

询问（问题，如果您认为应该添加来源，或其他任何内容）：@News_Of_Alpha",2023-02-07 22:40:03,Twitter,https://twitter.com/News_Of_Alpha/status/1622968434492424192,
"树新闻（@News_Of_Alpha）：什么是树新闻？

-News Feed 收集来自 Crypto、TradFi 网点的新闻和推文以及币安上每种代币的博客，网址为：http://news.treeofalpha.com
-一旦新闻或推文获得社区足够多的支持，它就会自动转发到@News_Of_Alpha https://t.co/HXPLxgAyNc",2023-02-07 22:40:02,Twitter,https://twitter.com/News_Of_Alpha/status/1622968432252575744,
"Tree News (@News_Of_Alpha)：*COINBASE 经理承认 ICO 内幕交易罪
（9秒前）",2023-02-07 22:36:34,Twitter,https://twitter.com/News_Of_Alpha/status/1622967560697176065,
"CZ 🔶 Binance (@cz_binance): » Binance, Türkiye’deki Deprem Bölgesinde Bulunan Kullanıcılarına 空投 ile 100 $ (1883 TRY) Değerinde BNB Bağışlayacak |币安博客 https://www.binance.com/tr/blog/charity/binance-t%C3%BCrkiyedeki-deprem-b%C3%B6lgesinde-bulunan-kullan%C4%B1c%C4%B1lar%C4%B1na-空投-ile-100-$-1883-try-de%C4%9Ferinde-bnb-ba%C4%9F%C4%B1%C5%9Flayacak-8156736968497181390",2023-02-07 22:35:41,Twitter,https://twitter.com/cz_binance/status/1622967337967136769,
CZ 🔶 币安 (@cz_binance)：是时候照顾我们的用户了。 🇹🇷❤️,2023-02-07 22:35:17,Twitter,https://twitter.com/cz_binance/status/1622967238654320640,
"db (@tier10k): [DB] 美国公开赛

S",2023-02-07 22:30:56,Twitter,https://twitter.com/tier10k/status/1622966143970340865,
BINANCE.COM 博客：币安将向土耳其地震地区的用户空投 100 美元（1883 TRY）的 BNB,2023-02-07 22:02:11,Blogs,https://www.binance.com/en/blog/charity/binance-to-airdrop-100-usd-1883-try-in-bnb-to-users-in-the-turkey-earthquake-region-8156736968497181390,
"Tree News (@News_Of_Alpha)：THE BLOCK：土耳其摇滚明星和慈善机构建立加密捐赠钱包以支持地震
（34 秒前）

https://www.theblock.co/post/209269/turkish-rock-star-and-charity-built-crypto-donation-wallet-for-earthquake-support",2023-02-07 20:59:47,Twitter,https://twitter.com/News_Of_Alpha/status/1622943204000645121,
db (@tier10k)：向鲍威尔祈祷 https://t.co/RA2uoCWWH9,2023-02-07 20:32:41,Twitter,https://twitter.com/tier10k/status/1622936381436698624,
"db (@tier10k): [DB] **未来一天
**__UTC 时间

__鲍威尔在活动中讲话 - 17:00
[链接](https://us02web.zoom.us/webinar/register/8816714856410/WN_fNSYHXbdR7uRFBC7s4MxDQ)",2023-02-07 20:32:00,Twitter,https://twitter.com/tier10k/status/1622936212850843648,
BLZ：Bluzelle x 币安 AMA 回顾！,2023-02-07 19:52:09,Blogs,https://blog.bluzelle.com/bluzelle-x-binance-ama-recap-eae2b009b7bd,
商业。内幕消息：币安将从周三起暂停美元转账，据报道这导致数百万美元流向竞争对手交易所,2023-02-07 18:04:31,Blogs,https://www.businessinsider.com/binance-to-suspend-us-dollar-transfers-from-wednesday-reports-2023-2,
BINANCE.COM 博客：如何增加币安 P2P 广告的销量,2023-02-07 14:32:10,Blogs,https://www.binance.com/en/blog/p2p/how-to-increase-the-sales-of-your-binance-p2p-ads-2120560141682942162,
埃隆·马斯克（@elonmusk）：@dogeofficialceo 🤣,2023-02-07 11:00:45,Twitter,https://twitter.com/elonmusk/status/1622792446894833664,
BINANCE.ORG 博客：BNB 链赞助 ETH Denver,2023-02-07 05:44:26,Blogs,https://www.binance.org/en/blog/bnb-chain-sponsors-eth-denver/,
CNN：币安暂时停止美元转账,2023-02-07 05:40:24,Blogs,https://www.cnn.com/2023/02/06/business/binance-suspends-usd-withdrawals/index.html,
"Tree News (@News_Of_Alpha)：SAM BANKMAN-FRIED 的律师表示 FTX 创始人已与美国检察官就保释修改达成协议 -- 信函 - RTRS
（24 秒前）",2023-02-07 05:35:41,Twitter,https://twitter.com/News_Of_Alpha/status/1622710646474244134,
"db (@tier10k)：截至 1 月中旬，约有 18 万人在美国为 Twitter Blue 付费，不到月活跃用户的 0.2%

总的来说，全球订阅者的数量相当于年收入约 2800 万美元，不到马斯克所说的 Twitter 今年目标收入 30 亿美元的 1%

https://www.theinformation.com/articles/musks-twitter-has-just-180-000-u-s-subscribers-two-months-after-launch",2023-02-07 05:19:02,Twitter,https://twitter.com/tier10k/status/1622706455555047436,
消息：币安将暂停美元银行转账,2023-02-07 05:12:46,Blogs,https://www.theinformation.com/briefings/binance-to-suspend-u-s-dollar-bank-transfers?unlock=a99828&utm_source=ti_app,
THE BLOCK：币安将于 2 月 8 日暂停美元转账,2023-02-07 05:07:32,Blogs,https://www.theblock.co/post/209077/binance-to-temporarily-suspend-usd-transfers-on-feb-8,
"db (@tier10k): [DB] 美国关闭

S",2023-02-07 05:00:31,Twitter,https://twitter.com/tier10k/status/1622701794400030720,
COINTELEGRAPH：币安将从 2 月 8 日起暂停美元银行转账,2023-02-07 04:32:00,Blogs,https://cointelegraph.com/news/binance-to-temporarily-suspend-bank-transfers-in-us-dollars-beginning-feb-8,
TECHCRUNCH：币安收购韩国加密货币交易所 GOPAX 多数股权,2023-02-07 03:29:14,Blogs,https://techcrunch.com/2023/02/06/binance-acquires-majority-stake-in-korean-crypto-exchange-gopax/,
BINANCE.ORG 博客：空气中弥漫着爱意：BNB 链带来甜蜜惊喜的情人节冒险！,2023-02-07 02:42:33,Blogs,https://www.binance.org/en/blog/love-is-in-the-air-a-valentines-adventure-of-sweet-surprises-with-bnb-chain/,
DECRYPT：币安将暂时暂停美元银行转账,2023-02-07 02:11:35,Blogs,https://decrypt.co/120678/binance-suspends-us-dollar-bank-transfers,
彭博社：币安计划暂停使用银行账户进行美元转账,2023-02-07 01:58:07,Blogs,https://www.bloomberg.com/news/articles/2023-02-06/binance-plans-to-suspend-us-dollar-transfers-using-bank-accounts,
"db (@tier10k)：该协议需要

结束 Genesis 贷款簿并出售破产的 Genesis 实体

为 DCG 的未偿贷款再融资

“DCG 向 Genesis 提供臭名昭著的 10 年期期票的股票化，以换取失败的对冲基金 3AC 索赔，”https://twitter.com/tier10k/status/1622652009378611227
引用 [@tier10k](https://www.twitter.com/tier10k/status/1622652009378611227)
> [DB] Genesis 和母公司 DCG 与主要债权人达成初步协议：CoinDesk",2023-02-07 01:47:08,Twitter,https://twitter.com/tier10k/status/1622653128490328078,
数据库（@tier10k）：https://www.coindesk.com/business/2023/02/06/bankrupt-lender-genesis-and-parent-dcg-reach-initial-agreement-with-main-creditors-source/,2023-02-07 01:43:01,Twitter,https://twitter.com/tier10k/status/1622652093273079831,
db (@tier10k)：[DB] Genesis 和母公司 DCG 与主要债权人达成初步协议：CoinDesk,2023-02-07 01:42:41,Twitter,https://twitter.com/tier10k/status/1622652009378611227,
AXIOS：币安暂时停止美元银行转账,2023-02-07 01:38:08,Blogs,https://www.axios.com/2023/02/06/binance-suspend-us-dollar-bank-trasfers,
COINDESK：加密货币交易所 Binance 本周将暂停美元存款,2023-02-07 01:02:20,Blogs,https://www.coindesk.com//business/2023/02/06/crypto-exchange-binance-to-suspend-us-dollar-deposits-this-week/,
"数据库（@tier10k）：https://twitter.com/stephanie_murr/status/1622637443185889280 https://t.co/TeepbOSNaj
引用 [@stephanie_murr](https://www.twitter.com/stephanie_murr/status/1622637443185889280)
> Sarkessian 询问 Ray 他的公司在 FTX 案件中损失了多少钱。 Ray 说，从 11 月 11 日到 12 月 31 日，不包括费用，大约为 690,000 美元。
>
> 萨克斯询问雷是否看过摄氏破产案审查员的报告。雷说是的。",2023-02-07 00:51:07,Twitter,https://twitter.com/tier10k/status/1622639028712488960,
数据库（@tier10k）：https://t.co/C23ulyEkTk,2023-02-07 00:25:29,Twitter,https://twitter.com/tier10k/status/1622632580385210383,
"db (@tier10k)：[DB] Binance 将于 2 月 8 日暂停美元银行转账：发言人

知情人士称，在新的银行合作伙伴建立之前，暂停预计将持续“几周”",2023-02-07 00:22:54,Twitter,https://twitter.com/tier10k/status/1622631932101120001,
"db (@tier10k): [DB] 美国公开赛

S",2023-02-06 22:30:58,Twitter,https://twitter.com/tier10k/status/1622603763088334850,
数据库（@tier10k）：https://twitter.com/memedeployer/status/1622317587903258628?s=20,2023-02-06 22:21:44,Twitter,https://twitter.com/tier10k/status/1622601438051332097,
BINANCE.ORG 博客：BNB Chain 项目聚焦活动回归！,2023-02-06 21:37:23,Blogs,https://www.binance.org/en/blog/bnb-chains-project-spotlight-campaign-returns/,
db (@tier10k)：人工智能语音生成令人难以置信 https://t.co/PhttkxHbZg,2023-02-06 19:49:46,Twitter,https://twitter.com/tier10k/status/1622563192302977025,
DECRYPT：币安为法国和加拿大的加密货币交易者推出税务工具,2023-02-06 19:18:41,Blogs,https://decrypt.co/120652/binance-launches-tax-tool-crypto-traders-france-canada,
BINANCE.COM 博客：Binance Ledger 如何增强您的币安体验,2023-02-06 17:48:58,Blogs,https://www.binance.com/en/blog/ecosystem/how-binance-ledger-powers-your-binance-experience-5409682424466769892,
COINDESK：加密货币交易所币安推出交易税计算工具,2023-02-06 17:48:20,Blogs,https://www.coindesk.com/business/2023/02/06/crypto-exchange-binance-introduces-tool-for-calculating-taxes-on-transactions/,
COINTELEGRAPH：推出币安税，为加密货币用户做好纳税季节的准备,2023-02-06 15:51:00,Blogs,https://cointelegraph.com/news/binance-tax-launched-to-prepare-crypto-users-for-the-tax-season,
BINANCE.COM 博客：Binance Tax 简介：简化您的报税季体验,2023-02-06 15:45:00,Blogs,https://www.binance.com/en/blog/ecosystem/introducing-binance-tax-streamline-your-tax-season-experience-9208476713086961306,
BINANCE.ORG 博客：DappBay：红色警报 dApp 风险列表（1 月 27 日至 2 月 5 日）,2023-02-06 07:13:54,Blogs,https://www.binance.org/en/blog/dappbay-red-alarm-dapp-risk-list-jan-20th-jan-27th-2/,
db (@tier10k)：我们对 CME 差距感到震惊吗？ （忽略 2 万美元的首付）https://t.co/NSAJJDGm9d,2023-02-06 07:07:39,Twitter,https://twitter.com/tier10k/status/1622371403902193670,
埃隆·马斯克 (@elonmusk)：@cb_doge 我也担心我自己:(,2023-02-06 02:45:22,Twitter,https://twitter.com/elonmusk/status/1622305392213590024,
"Tree News (@News_Of_Alpha)：FTX 已开始向 Sam Bankman-Fried 的捐款接收者发送机密信件，要求在 2023 年 2 月 28 日之前退还资金。

如果这些资金不予退还，FTX 保留向破产法院提起诉讼的权利。",2023-02-06 01:08:42,Twitter,https://twitter.com/News_Of_Alpha/status/1622281070199672835,
"CZ 🔶 币安 (@cz_binance)：Uniswap 由 a16z 控制？ https://twitter.com/chrisblec/status/1622201701921964035
引用 [@ChrisBlec](https://www.twitter.com/ChrisBlec/status/1622201701921964035)
> 🚨 @a16z 刚刚使用其全部投票权重压制了 $UNI 的提案，即使用 @wormholecrypto 桥在 BNB 链上启动 Uniswap 协议。
>
> a16z 是 Wormhole 竞争对手 @LayerZero_Labs 的大投资者。
>
> 睁开你的眼睛。 👀
>
> DeFi 中的反竞争卡特尔是真实存在的。 https://t.co/QwElvg5DOj https://t.co/4b14LqWLRH",2023-02-05 22:17:52,Twitter,https://twitter.com/cz_binance/status/1622238078705274886,
埃隆·马斯克（@elonmusk）：@cb_doge 🤣,2023-02-05 06:31:47,Twitter,https://twitter.com/elonmusk/status/1621999974161547267,
埃隆·马斯克（@elonmusk）：@dogeofficialceo 🤣,2023-02-05 06:26:18,Twitter,https://twitter.com/elonmusk/status/1621998592985632769,
BINANCE.ORG 博客：BNB Chain Builder 受资助者 XDAO、Blockvision、Puffverse 和 Dmail 继续创新,2023-02-04 23:19:48,Blogs,https://www.binance.org/en/blog/bnb-chain-builder-grantees-xdao-blockvision-puffverse-and-dmail-continue-to-innovate/,
埃隆·马斯克（@elonmusk）：@cb_doge 🤣,2023-02-04 22:59:02,Twitter,https://twitter.com/elonmusk/status/1621886041245237253,
埃隆·马斯克 (@elonmusk)：@BillyM2k @cb_doge 🤣 这是一个公平的警察,2023-02-04 22:41:30,Twitter,https://twitter.com/elonmusk/status/1621881617978429440,
BINANCE.COM 博客：用免费 CR7 神秘礼盒庆祝克里斯蒂亚诺·罗纳尔多 (Cristiano Ronaldo) 生日,2023-02-04 22:33:57,Blogs,https://www.binance.com/en/blog/nft/celebrate-cristiano-ronaldos-birthday-with-a-free-cr7-mystery-box-8035376786296811663,
埃隆·马斯克 (@elonmusk)：@cb_doge @Tesla @mayemusk @SpaceX 真相比小说更奇怪,2023-02-04 05:48:30,Twitter,https://twitter.com/elonmusk/status/1621626697320923136,
彭博社：币安停止服务后，印度加密货币交易所 WazirX 转移资金,2023-02-04 03:48:06,Blogs,https://www.bloomberg.com/news/articles/2023-02-03/indian-crypto-exchange-wazirx-moves-funds-from-binance-wallets,
"db (@tier10k)：关于这一点，我要走了。

周末愉快🤝 https://twitter.com/tier10k/status/1621577400386551809
引用 [@tier10k](https://www.twitter.com/tier10k/status/1621577400386551809)
> AAVE 的有趣价格走势，因为创始人大肆炒作的名为“秘密产品发布”的 Twitter 空间结果变成了 rickroll https://t.co/FWgPjQKB6x",2023-02-04 02:39:01,Twitter,https://twitter.com/tier10k/status/1621579023166889985,
db (@tier10k)：AAVE 的有趣价格走势，因为创始人大肆炒作的名为“秘密产品发布”的 Twitter 空间结果变成了 rickroll https://t.co/FWgPjQKB6x,2023-02-04 02:32:34,Twitter,https://twitter.com/tier10k/status/1621577400386551809,
BINANCE.ORG 博客：在 Web3 中协调产品和代币的框架,2023-02-04 01:37:44,Blogs,https://www.binance.org/en/blog/a-framework-to-align-products-and-tokens-in-web3-2/,
